plant_id,old_audubon_crossproduct_rows,new_audubon_profile_rows,old_split_bird_labels,collapsed_bird_family_groups,old_cross_multiplied_resources_not_used_for_direct_claims,fix_note
PLT0222,63,15,Buntings; Cardinals; Chickadees; Crows; Finches; Grosbeaks; Hummingbirds; Jays; Mockingbirds; Nuthatches; Orioles; Sparrows; Thrashers; Thrushes; Titmice; Vireos; Warblers; Waxwings; Wood Warblers; Woodpeckers; Wrens,"Cardinals, Grosbeaks and Buntings; Chickadees and Titmice; Crows, Magpies and Jays; Finches; Hummingbirds; Mockingbirds and Thrashers; New World Sparrows; Nuthatches; Orioles; Thrushes; Vireos; Waxwings; Wood Warblers; Woodpeckers; Wrens",flower nectar; fruit; seed/grain,"Audubon Native Plants broad May Attract profile. Trusted broad bird-friendly support; not a species-level bird x plant direct-use claim, and plant resources are not cross-multiplied by bird group."
PLT0243,63,15,Buntings; Cardinals; Chickadees; Crows; Finches; Grosbeaks; Hummingbirds; Jays; Mockingbirds; Nuthatches; Orioles; Sparrows; Thrashers; Thrushes; Titmice; Vireos; Warblers; Waxwings; Wood Warblers; Woodpeckers; Wrens,"Cardinals, Grosbeaks and Buntings; Chickadees and Titmice; Crows, Magpies and Jays; Finches; Hummingbirds; Mockingbirds and Thrashers; New World Sparrows; Nuthatches; Orioles; Thrushes; Vireos; Waxwings; Wood Warblers; Woodpeckers; Wrens",flower nectar; fruit; seed/grain,"Audubon Native Plants broad May Attract profile. Trusted broad bird-friendly support; not a species-level bird x plant direct-use claim, and plant resources are not cross-multiplied by bird group."
PLT0245,63,15,Buntings; Cardinals; Chickadees; Crows; Finches; Grosbeaks; Hummingbirds; Jays; Mockingbirds; Nuthatches; Orioles; Sparrows; Thrashers; Thrushes; Titmice; Vireos; Warblers; Waxwings; Wood Warblers; Woodpeckers; Wrens,"Cardinals, Grosbeaks and Buntings; Chickadees and Titmice; Crows, Magpies and Jays; Finches; Hummingbirds; Mockingbirds and Thrashers; New World Sparrows; Nuthatches; Orioles; Thrushes; Vireos; Waxwings; Wood Warblers; Woodpeckers; Wrens",flower nectar; fruit; seed/grain,"Audubon Native Plants broad May Attract profile. Trusted broad bird-friendly support; not a species-level bird x plant direct-use claim, and plant resources are not cross-multiplied by bird group."
PLT0247,63,15,Buntings; Cardinals; Chickadees; Crows; Finches; Grosbeaks; Hummingbirds; Jays; Mockingbirds; Nuthatches; Orioles; Sparrows; Thrashers; Thrushes; Titmice; Vireos; Warblers; Waxwings; Wood Warblers; Woodpeckers; Wrens,"Cardinals, Grosbeaks and Buntings; Chickadees and Titmice; Crows, Magpies and Jays; Finches; Hummingbirds; Mockingbirds and Thrashers; New World Sparrows; Nuthatches; Orioles; Thrushes; Vireos; Waxwings; Wood Warblers; Woodpeckers; Wrens",flower nectar; fruit; seed/grain,"Audubon Native Plants broad May Attract profile. Trusted broad bird-friendly support; not a species-level bird x plant direct-use claim, and plant resources are not cross-multiplied by bird group."
PLT0261,63,15,Buntings; Cardinals; Chickadees; Crows; Finches; Grosbeaks; Hummingbirds; Jays; Mockingbirds; Nuthatches; Orioles; Sparrows; Thrashers; Thrushes; Titmice; Vireos; Warblers; Waxwings; Wood Warblers; Woodpeckers; Wrens,"Cardinals, Grosbeaks and Buntings; Chickadees and Titmice; Crows, Magpies and Jays; Finches; Hummingbirds; Mockingbirds and Thrashers; New World Sparrows; Nuthatches; Orioles; Thrushes; Vireos; Waxwings; Wood Warblers; Woodpeckers; Wrens",flower nectar; fruit; seed/grain,"Audubon Native Plants broad May Attract profile. Trusted broad bird-friendly support; not a species-level bird x plant direct-use claim, and plant resources are not cross-multiplied by bird group."
PLT0265,63,15,Buntings; Cardinals; Chickadees; Crows; Finches; Grosbeaks; Hummingbirds; Jays; Mockingbirds; Nuthatches; Orioles; Sparrows; Thrashers; Thrushes; Titmice; Vireos; Warblers; Waxwings; Wood Warblers; Woodpeckers; Wrens,"Cardinals, Grosbeaks and Buntings; Chickadees and Titmice; Crows, Magpies and Jays; Finches; Hummingbirds; Mockingbirds and Thrashers; New World Sparrows; Nuthatches; Orioles; Thrushes; Vireos; Waxwings; Wood Warblers; Woodpeckers; Wrens",flower nectar; fruit; seed/grain,"Audubon Native Plants broad May Attract profile. Trusted broad bird-friendly support; not a species-level bird x plant direct-use claim, and plant resources are not cross-multiplied by bird group."
PLT0267,63,15,Buntings; Cardinals; Chickadees; Crows; Finches; Grosbeaks; Hummingbirds; Jays; Mockingbirds; Nuthatches; Orioles; Sparrows; Thrashers; Thrushes; Titmice; Vireos; Warblers; Waxwings; Wood Warblers; Woodpeckers; Wrens,"Cardinals, Grosbeaks and Buntings; Chickadees and Titmice; Crows, Magpies and Jays; Finches; Hummingbirds; Mockingbirds and Thrashers; New World Sparrows; Nuthatches; Orioles; Thrushes; Vireos; Waxwings; Wood Warblers; Woodpeckers; Wrens",flower nectar; fruit; seed/grain,"Audubon Native Plants broad May Attract profile. Trusted broad bird-friendly support; not a species-level bird x plant direct-use claim, and plant resources are not cross-multiplied by bird group."
PLT0271,63,15,Buntings; Cardinals; Chickadees; Crows; Finches; Grosbeaks; Hummingbirds; Jays; Mockingbirds; Nuthatches; Orioles; Sparrows; Thrashers; Thrushes; Titmice; Vireos; Warblers; Waxwings; Wood Warblers; Woodpeckers; Wrens,"Cardinals, Grosbeaks and Buntings; Chickadees and Titmice; Crows, Magpies and Jays; Finches; Hummingbirds; Mockingbirds and Thrashers; New World Sparrows; Nuthatches; Orioles; Thrushes; Vireos; Waxwings; Wood Warblers; Woodpeckers; Wrens",flower nectar; fruit; seed/grain,"Audubon Native Plants broad May Attract profile. Trusted broad bird-friendly support; not a species-level bird x plant direct-use claim, and plant resources are not cross-multiplied by bird group."
PLT0275,63,15,Buntings; Cardinals; Chickadees; Crows; Finches; Grosbeaks; Hummingbirds; Jays; Mockingbirds; Nuthatches; Orioles; Sparrows; Thrashers; Thrushes; Titmice; Vireos; Warblers; Waxwings; Wood Warblers; Woodpeckers; Wrens,"Cardinals, Grosbeaks and Buntings; Chickadees and Titmice; Crows, Magpies and Jays; Finches; Hummingbirds; Mockingbirds and Thrashers; New World Sparrows; Nuthatches; Orioles; Thrushes; Vireos; Waxwings; Wood Warblers; Woodpeckers; Wrens",flower nectar; fruit; seed/grain,"Audubon Native Plants broad May Attract profile. Trusted broad bird-friendly support; not a species-level bird x plant direct-use claim, and plant resources are not cross-multiplied by bird group."
PLT0277,63,15,Buntings; Cardinals; Chickadees; Crows; Finches; Grosbeaks; Hummingbirds; Jays; Mockingbirds; Nuthatches; Orioles; Sparrows; Thrashers; Thrushes; Titmice; Vireos; Warblers; Waxwings; Wood Warblers; Woodpeckers; Wrens,"Cardinals, Grosbeaks and Buntings; Chickadees and Titmice; Crows, Magpies and Jays; Finches; Hummingbirds; Mockingbirds and Thrashers; New World Sparrows; Nuthatches; Orioles; Thrushes; Vireos; Waxwings; Wood Warblers; Woodpeckers; Wrens",flower nectar; fruit; seed/grain,"Audubon Native Plants broad May Attract profile. Trusted broad bird-friendly support; not a species-level bird x plant direct-use claim, and plant resources are not cross-multiplied by bird group."
PLT0280,63,15,Buntings; Cardinals; Chickadees; Crows; Finches; Grosbeaks; Hummingbirds; Jays; Mockingbirds; Nuthatches; Orioles; Sparrows; Thrashers; Thrushes; Titmice; Vireos; Warblers; Waxwings; Wood Warblers; Woodpeckers; Wrens,"Cardinals, Grosbeaks and Buntings; Chickadees and Titmice; Crows, Magpies and Jays; Finches; Hummingbirds; Mockingbirds and Thrashers; New World Sparrows; Nuthatches; Orioles; Thrushes; Vireos; Waxwings; Wood Warblers; Woodpeckers; Wrens",flower nectar; fruit; seed/grain,"Audubon Native Plants broad May Attract profile. Trusted broad bird-friendly support; not a species-level bird x plant direct-use claim, and plant resources are not cross-multiplied by bird group."
PLT0283,63,15,Buntings; Cardinals; Chickadees; Crows; Finches; Grosbeaks; Hummingbirds; Jays; Mockingbirds; Nuthatches; Orioles; Sparrows; Thrashers; Thrushes; Titmice; Vireos; Warblers; Waxwings; Wood Warblers; Woodpeckers; Wrens,"Cardinals, Grosbeaks and Buntings; Chickadees and Titmice; Crows, Magpies and Jays; Finches; Hummingbirds; Mockingbirds and Thrashers; New World Sparrows; Nuthatches; Orioles; Thrushes; Vireos; Waxwings; Wood Warblers; Woodpeckers; Wrens",flower nectar; fruit; seed/grain,"Audubon Native Plants broad May Attract profile. Trusted broad bird-friendly support; not a species-level bird x plant direct-use claim, and plant resources are not cross-multiplied by bird group."
PLT0287,63,15,Buntings; Cardinals; Chickadees; Crows; Finches; Grosbeaks; Hummingbirds; Jays; Mockingbirds; Nuthatches; Orioles; Sparrows; Thrashers; Thrushes; Titmice; Vireos; Warblers; Waxwings; Wood Warblers; Woodpeckers; Wrens,"Cardinals, Grosbeaks and Buntings; Chickadees and Titmice; Crows, Magpies and Jays; Finches; Hummingbirds; Mockingbirds and Thrashers; New World Sparrows; Nuthatches; Orioles; Thrushes; Vireos; Waxwings; Wood Warblers; Woodpeckers; Wrens",flower nectar; fruit; seed/grain,"Audubon Native Plants broad May Attract profile. Trusted broad bird-friendly support; not a species-level bird x plant direct-use claim, and plant resources are not cross-multiplied by bird group."
PLT0288,63,15,Buntings; Cardinals; Chickadees; Crows; Finches; Grosbeaks; Hummingbirds; Jays; Mockingbirds; Nuthatches; Orioles; Sparrows; Thrashers; Thrushes; Titmice; Vireos; Warblers; Waxwings; Wood Warblers; Woodpeckers; Wrens,"Cardinals, Grosbeaks and Buntings; Chickadees and Titmice; Crows, Magpies and Jays; Finches; Hummingbirds; Mockingbirds and Thrashers; New World Sparrows; Nuthatches; Orioles; Thrushes; Vireos; Waxwings; Wood Warblers; Woodpeckers; Wrens",flower nectar; fruit; seed/grain,"Audubon Native Plants broad May Attract profile. Trusted broad bird-friendly support; not a species-level bird x plant direct-use claim, and plant resources are not cross-multiplied by bird group."
PLT0289,63,15,Buntings; Cardinals; Chickadees; Crows; Finches; Grosbeaks; Hummingbirds; Jays; Mockingbirds; Nuthatches; Orioles; Sparrows; Thrashers; Thrushes; Titmice; Vireos; Warblers; Waxwings; Wood Warblers; Woodpeckers; Wrens,"Cardinals, Grosbeaks and Buntings; Chickadees and Titmice; Crows, Magpies and Jays; Finches; Hummingbirds; Mockingbirds and Thrashers; New World Sparrows; Nuthatches; Orioles; Thrushes; Vireos; Waxwings; Wood Warblers; Woodpeckers; Wrens",flower nectar; fruit; seed/grain,"Audubon Native Plants broad May Attract profile. Trusted broad bird-friendly support; not a species-level bird x plant direct-use claim, and plant resources are not cross-multiplied by bird group."
PLT0290,63,15,Buntings; Cardinals; Chickadees; Crows; Finches; Grosbeaks; Hummingbirds; Jays; Mockingbirds; Nuthatches; Orioles; Sparrows; Thrashers; Thrushes; Titmice; Vireos; Warblers; Waxwings; Wood Warblers; Woodpeckers; Wrens,"Cardinals, Grosbeaks and Buntings; Chickadees and Titmice; Crows, Magpies and Jays; Finches; Hummingbirds; Mockingbirds and Thrashers; New World Sparrows; Nuthatches; Orioles; Thrushes; Vireos; Waxwings; Wood Warblers; Woodpeckers; Wrens",flower nectar; fruit; seed/grain,"Audubon Native Plants broad May Attract profile. Trusted broad bird-friendly support; not a species-level bird x plant direct-use claim, and plant resources are not cross-multiplied by bird group."
PLT0294,60,15,Cardinals; Chickadees; Crows; Finches; Grosbeaks; Hummingbirds; Jays; Mockingbirds; Nuthatches; Orioles; Sparrows; Thrashers; Thrushes; Titmice; Vireos; Warblers; Waxwings; Wood Warblers; Woodpeckers; Wrens,"Cardinals, Grosbeaks and Buntings; Chickadees and Titmice; Crows, Magpies and Jays; Finches; Hummingbirds; Mockingbirds and Thrashers; New World Sparrows; Nuthatches; Orioles; Thrushes; Vireos; Waxwings; Wood Warblers; Woodpeckers; Wrens",flower nectar; fruit; seed/grain,"Audubon Native Plants broad May Attract profile. Trusted broad bird-friendly support; not a species-level bird x plant direct-use claim, and plant resources are not cross-multiplied by bird group."
PLT0301,63,15,Buntings; Cardinals; Chickadees; Crows; Finches; Grosbeaks; Hummingbirds; Jays; Mockingbirds; Nuthatches; Orioles; Sparrows; Thrashers; Thrushes; Titmice; Vireos; Warblers; Waxwings; Wood Warblers; Woodpeckers; Wrens,"Cardinals, Grosbeaks and Buntings; Chickadees and Titmice; Crows, Magpies and Jays; Finches; Hummingbirds; Mockingbirds and Thrashers; New World Sparrows; Nuthatches; Orioles; Thrushes; Vireos; Waxwings; Wood Warblers; Woodpeckers; Wrens",flower nectar; fruit; seed/grain,"Audubon Native Plants broad May Attract profile. Trusted broad bird-friendly support; not a species-level bird x plant direct-use claim, and plant resources are not cross-multiplied by bird group."
