plant_scientific_name,plant_common_name,plant_type,evidence_source,source_url_or_citation,audubon_attributes_original,audubon_attributes_normalized,bird_common_name,bird_group_original,bird_scientific_name,rank,interaction_class,interaction_type,direct_species_interaction,direct_food_interaction,score_use,evidence_level,evidence_notes
Salvia coccinea,Blood Sage,"Annuals/Per., Shrubs",National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/blood-sage?zipcode=78666,Nectar,nectar,Wood Warblers,Wood Warblers,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Quercus macrocarpa,Burr Oak,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/burr-oak?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,"Cardinals, Grosbeaks and Buntings","Cardinals, Grosbeaks and Buntings",,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Quercus macrocarpa,Burr Oak,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/burr-oak?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,Chickadees and Titmice,Chickadees and Titmice,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Quercus macrocarpa,Burr Oak,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/burr-oak?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,"Crows, Magpies, Jays","Crows, Magpies, Jays",,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Quercus macrocarpa,Burr Oak,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/burr-oak?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,Finches,Finches,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Quercus macrocarpa,Burr Oak,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/burr-oak?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,Mockingbirds and Thrashers,Mockingbirds and Thrashers,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Quercus macrocarpa,Burr Oak,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/burr-oak?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,Nuthatches,Nuthatches,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Quercus macrocarpa,Burr Oak,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/burr-oak?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,Blackbirds and Orioles,Blackbirds and Orioles,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Quercus macrocarpa,Burr Oak,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/burr-oak?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,New World Sparrows,New World Sparrows,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Quercus macrocarpa,Burr Oak,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/burr-oak?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,Thrushes,Thrushes,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Quercus macrocarpa,Burr Oak,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/burr-oak?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,Vireos,Vireos,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Quercus macrocarpa,Burr Oak,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/burr-oak?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,Waxwings,Waxwings,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Quercus macrocarpa,Burr Oak,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/burr-oak?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,Wood Warblers,Wood Warblers,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Quercus macrocarpa,Burr Oak,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/burr-oak?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,Woodpeckers,Woodpeckers,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Quercus macrocarpa,Burr Oak,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/burr-oak?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,Wrens,Wrens,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Asclepias tuberosa,Butterfly Milkweed,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/butterfly-milkweed?zipcode=78666,Butterflies; Caterpillars; Fruit; Nectar; Nuts,butterflies; caterpillars; fruit; nectar; nuts,"Cardinals, Grosbeaks and Buntings","Cardinals, Grosbeaks and Buntings",,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Asclepias tuberosa,Butterfly Milkweed,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/butterfly-milkweed?zipcode=78666,Butterflies; Caterpillars; Fruit; Nectar; Nuts,butterflies; caterpillars; fruit; nectar; nuts,Chickadees and Titmice,Chickadees and Titmice,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Asclepias tuberosa,Butterfly Milkweed,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/butterfly-milkweed?zipcode=78666,Butterflies; Caterpillars; Fruit; Nectar; Nuts,butterflies; caterpillars; fruit; nectar; nuts,"Crows, Magpies, Jays","Crows, Magpies, Jays",,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Asclepias tuberosa,Butterfly Milkweed,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/butterfly-milkweed?zipcode=78666,Butterflies; Caterpillars; Fruit; Nectar; Nuts,butterflies; caterpillars; fruit; nectar; nuts,Finches,Finches,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Asclepias tuberosa,Butterfly Milkweed,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/butterfly-milkweed?zipcode=78666,Butterflies; Caterpillars; Fruit; Nectar; Nuts,butterflies; caterpillars; fruit; nectar; nuts,Hummingbirds,Hummingbirds,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Asclepias tuberosa,Butterfly Milkweed,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/butterfly-milkweed?zipcode=78666,Butterflies; Caterpillars; Fruit; Nectar; Nuts,butterflies; caterpillars; fruit; nectar; nuts,Mockingbirds and Thrashers,Mockingbirds and Thrashers,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Asclepias tuberosa,Butterfly Milkweed,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/butterfly-milkweed?zipcode=78666,Butterflies; Caterpillars; Fruit; Nectar; Nuts,butterflies; caterpillars; fruit; nectar; nuts,Nuthatches,Nuthatches,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Asclepias tuberosa,Butterfly Milkweed,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/butterfly-milkweed?zipcode=78666,Butterflies; Caterpillars; Fruit; Nectar; Nuts,butterflies; caterpillars; fruit; nectar; nuts,Blackbirds and Orioles,Blackbirds and Orioles,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Asclepias tuberosa,Butterfly Milkweed,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/butterfly-milkweed?zipcode=78666,Butterflies; Caterpillars; Fruit; Nectar; Nuts,butterflies; caterpillars; fruit; nectar; nuts,New World Sparrows,New World Sparrows,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Asclepias tuberosa,Butterfly Milkweed,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/butterfly-milkweed?zipcode=78666,Butterflies; Caterpillars; Fruit; Nectar; Nuts,butterflies; caterpillars; fruit; nectar; nuts,Thrushes,Thrushes,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Asclepias tuberosa,Butterfly Milkweed,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/butterfly-milkweed?zipcode=78666,Butterflies; Caterpillars; Fruit; Nectar; Nuts,butterflies; caterpillars; fruit; nectar; nuts,Vireos,Vireos,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Asclepias tuberosa,Butterfly Milkweed,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/butterfly-milkweed?zipcode=78666,Butterflies; Caterpillars; Fruit; Nectar; Nuts,butterflies; caterpillars; fruit; nectar; nuts,Waxwings,Waxwings,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Asclepias tuberosa,Butterfly Milkweed,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/butterfly-milkweed?zipcode=78666,Butterflies; Caterpillars; Fruit; Nectar; Nuts,butterflies; caterpillars; fruit; nectar; nuts,Wood Warblers,Wood Warblers,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Asclepias tuberosa,Butterfly Milkweed,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/butterfly-milkweed?zipcode=78666,Butterflies; Caterpillars; Fruit; Nectar; Nuts,butterflies; caterpillars; fruit; nectar; nuts,Woodpeckers,Woodpeckers,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Asclepias tuberosa,Butterfly Milkweed,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/butterfly-milkweed?zipcode=78666,Butterflies; Caterpillars; Fruit; Nectar; Nuts,butterflies; caterpillars; fruit; nectar; nuts,Wrens,Wrens,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Lobelia cardinalis,Cardinal-Flower,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cardinal-flower?zipcode=78666,Butterflies; Caterpillars; Nectar,butterflies; caterpillars; nectar,"Cardinals, Grosbeaks and Buntings","Cardinals, Grosbeaks and Buntings",,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Lobelia cardinalis,Cardinal-Flower,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cardinal-flower?zipcode=78666,Butterflies; Caterpillars; Nectar,butterflies; caterpillars; nectar,Chickadees and Titmice,Chickadees and Titmice,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Lobelia cardinalis,Cardinal-Flower,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cardinal-flower?zipcode=78666,Butterflies; Caterpillars; Nectar,butterflies; caterpillars; nectar,"Crows, Magpies, Jays","Crows, Magpies, Jays",,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Lobelia cardinalis,Cardinal-Flower,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cardinal-flower?zipcode=78666,Butterflies; Caterpillars; Nectar,butterflies; caterpillars; nectar,Hummingbirds,Hummingbirds,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Lobelia cardinalis,Cardinal-Flower,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cardinal-flower?zipcode=78666,Butterflies; Caterpillars; Nectar,butterflies; caterpillars; nectar,Mockingbirds and Thrashers,Mockingbirds and Thrashers,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Lobelia cardinalis,Cardinal-Flower,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cardinal-flower?zipcode=78666,Butterflies; Caterpillars; Nectar,butterflies; caterpillars; nectar,Nuthatches,Nuthatches,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Lobelia cardinalis,Cardinal-Flower,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cardinal-flower?zipcode=78666,Butterflies; Caterpillars; Nectar,butterflies; caterpillars; nectar,Blackbirds and Orioles,Blackbirds and Orioles,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Lobelia cardinalis,Cardinal-Flower,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cardinal-flower?zipcode=78666,Butterflies; Caterpillars; Nectar,butterflies; caterpillars; nectar,New World Sparrows,New World Sparrows,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Lobelia cardinalis,Cardinal-Flower,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cardinal-flower?zipcode=78666,Butterflies; Caterpillars; Nectar,butterflies; caterpillars; nectar,Thrushes,Thrushes,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Lobelia cardinalis,Cardinal-Flower,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cardinal-flower?zipcode=78666,Butterflies; Caterpillars; Nectar,butterflies; caterpillars; nectar,Vireos,Vireos,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Lobelia cardinalis,Cardinal-Flower,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cardinal-flower?zipcode=78666,Butterflies; Caterpillars; Nectar,butterflies; caterpillars; nectar,Waxwings,Waxwings,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Lobelia cardinalis,Cardinal-Flower,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cardinal-flower?zipcode=78666,Butterflies; Caterpillars; Nectar,butterflies; caterpillars; nectar,Wood Warblers,Wood Warblers,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Lobelia cardinalis,Cardinal-Flower,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cardinal-flower?zipcode=78666,Butterflies; Caterpillars; Nectar,butterflies; caterpillars; nectar,Woodpeckers,Woodpeckers,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Lobelia cardinalis,Cardinal-Flower,Annuals/Per.,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cardinal-flower?zipcode=78666,Butterflies; Caterpillars; Nectar,butterflies; caterpillars; nectar,Wrens,Wrens,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Ulmus crassifolia,Cedar Elm,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cedar-elm?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,"Cardinals, Grosbeaks and Buntings","Cardinals, Grosbeaks and Buntings",,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Ulmus crassifolia,Cedar Elm,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cedar-elm?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,Chickadees and Titmice,Chickadees and Titmice,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Ulmus crassifolia,Cedar Elm,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cedar-elm?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,"Crows, Magpies, Jays","Crows, Magpies, Jays",,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Ulmus crassifolia,Cedar Elm,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cedar-elm?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,Finches,Finches,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Ulmus crassifolia,Cedar Elm,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cedar-elm?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,Mockingbirds and Thrashers,Mockingbirds and Thrashers,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Ulmus crassifolia,Cedar Elm,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cedar-elm?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,Nuthatches,Nuthatches,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Ulmus crassifolia,Cedar Elm,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cedar-elm?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,Blackbirds and Orioles,Blackbirds and Orioles,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Ulmus crassifolia,Cedar Elm,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cedar-elm?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,New World Sparrows,New World Sparrows,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Ulmus crassifolia,Cedar Elm,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cedar-elm?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,Thrushes,Thrushes,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
Ulmus crassifolia,Cedar Elm,Trees,National Audubon Society Native Plants,https://www.audubon.org/native-plants/species/cedar-elm?zipcode=78666,Butterflies; Caterpillars; Fruit; Nuts,butterflies; caterpillars; fruit; nuts,Vireos,Vireos,,audubon_broad_family_group,habitat/resource support,Audubon broad bird-family support,False,False,trusted broad profile support,D - trusted Audubon broad plant profile; not species-level direct interaction,Audubon states this plant is thought to attract this broad family/group of birds. Attributes are plant-level resources and are not assigned to individual bird groups.
